especie,familia,genero,latitude,longitude,estado,municipio,ano,mes,tipo_registro,dataset,id_gbif
Sicalis Flaveola,Thraupidae,Sicalis,-22.701534,-49.979801,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938123499
Pelidnota Liturella,Scarabaeidae,Pelidnota,-23.621124,-46.411078,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938124530
Sittasomus Griseicapillus,Furnariidae,Sittasomus,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938125158
Spartocera Fusca,Coreidae,Spartocera,-23.363117,-46.026303,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938125179
Lycosa Erythrognatha,Lycosidae,Lycosa,-23.395332,-46.857321,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938125202
Diodora Cayenensis,Fissurellidae,Diodora,-20.333822,-40.273276,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938125228
Dolichoderus Attelaboides,Formicidae,Dolichoderus,-23.362345,-44.889533,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938125616
Ramphocelus Bresilia,Thraupidae,Ramphocelus,-22.693905,-43.918377,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126348
Carica Papaya,Caricaceae,Carica,-13.01283,-38.477372,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126349
Tetracera Breyniana,Dilleniaceae,Tetracera,-6.057258,-35.10177,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126856
Ectatomma Tuberculatum,Formicidae,Ectatomma,-21.078379,-41.508973,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126896
Pompeius Pompeius,Hesperiidae,Pompeius,-23.40968,-47.35743,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126934
Phoenicopterus Chilensis,Phoenicopteridae,Phoenicopterus,-23.006619,-43.631588,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938126977
Cyanocorax Caeruleus,Corvidae,Cyanocorax,-27.888404,-52.225841,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938127410
Melipona Bicolor,Apidae,Melipona,-22.771388,-44.773382,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938127523
Cyanocorax Chrysops,Corvidae,Cyanocorax,-23.426008,-51.932288,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938127531
Guira Guira,Cuculidae,Guira,-2.484388,-44.263808,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938127566
Varronia Curassavica,Cordiaceae,Varronia,-20.268075,-40.263004,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938127762
Tigrisoma Lineatum,Ardeidae,Tigrisoma,-20.364368,-40.336379,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938128937
Mysteria Cylindripennis,Cerambycidae,Mysteria,-29.886406,-50.242768,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129548
Thaumatophyllum Corcovadense,Araceae,Thaumatophyllum,-23.755362,-45.81232,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129569
Fregata Magnificens,Fregatidae,Fregata,-22.89711,-43.166191,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129741
Aechmea Distichantha,Bromeliaceae,Aechmea,-23.94015,-52.350238,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129760
Solanum Lhotskyanum,Solanaceae,Solanum,-22.378651,-44.720099,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129842
Dynamine Tithia,Nymphalidae,Dynamine,-23.845963,-46.965021,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938129995
Columbina Talpacoti,Columbidae,Columbina,-15.760488,-47.89055,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938130314
Monstera Adansonii,Araceae,Monstera,-23.743638,-45.73545,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938130323
Psammotella Cruenta,Psammobiidae,Psammotella,-23.969923,-46.345386,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938130516
Oxyrhopus Clathratus,Colubridae,Oxyrhopus,-27.076577,-48.884767,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938130634
Eupetomena Macroura,Trochilidae,Eupetomena,-15.773179,-47.921202,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938130729
Phyllocaulis Variegatus,Veronicellidae,Phyllocaulis,-23.437744,-47.06387,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131163
Eulalia Myriacyclum,Phyllodocidae,Eulalia,-7.144117,-34.804188,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131233
Imara Pallasia,Castniidae,Imara,-27.40597,-48.408863,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131620
Iguana Iguana,Iguanidae,Iguana,-10.579693,-38.61904,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131698
Thraupis Sayaca,Thraupidae,Thraupis,-22.322853,-44.530942,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131724
Furnarius Rufus,Furnariidae,Furnarius,-22.322829,-44.531055,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938131956
Paroaria Dominicana,Thraupidae,Paroaria,-3.349346,-39.133589,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132171
Hemidactylus Mabouia,Gekkonidae,Hemidactylus,-9.97278,-67.823043,Acre,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132237
Agathodes Designalis,Crambidae,Agathodes,-29.995768,-51.060936,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132343
Kielmeyera Membranacea,Calophyllaceae,Kielmeyera,-19.151679,-40.065377,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132405
Tropidurus Hispidus,Tropiduridae,Tropidurus,-7.112248,-34.888853,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132423
Arilus Carinatus,Reduviidae,Arilus,-23.575937,-46.849479,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132429
Athene Cunicularia,Strigidae,Athene,-27.528233,-48.430484,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132435
Membracis Foliatafasciata,Membracidae,Membracis,-22.723582,-47.633446,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938132611
Turdus Leucomelas,Turdidae,Turdus,-18.92108,-54.866245,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133094
Sphenorhina Rubra,Cercopidae,Sphenorhina,-26.516658,-49.06091,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133152
Emilia Fosbergii,Asteraceae,Emilia,-29.849898,-50.064977,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133273
Quesnelia Koltesii,Bromeliaceae,Quesnelia,-15.390087,-39.567263,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133514
Thraupis Ornata,Thraupidae,Thraupis,-22.322817,-44.531055,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133552
Anomalocardia Flexuosa,Veneridae,Anomalocardia,-4.524912,-37.700073,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133668
Ascalapha Odorata,Erebidae,Ascalapha,-23.752951,-46.861089,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133801
Pitangus Sulphuratus,Tyrannidae,Pitangus,-22.322834,-44.531056,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133848
Eumorpha Analis,Sphingidae,Eumorpha,-23.204155,-46.695339,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133970
Amphisbaena Alba,Amphisbaenidae,Amphisbaena,-22.878219,-47.085602,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938133971
Dendrocygna Viduata,Anatidae,Dendrocygna,-26.395369,-49.154632,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938134983
Larus Dominicanus,Laridae,Larus,-27.4074,-48.404762,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938135052
Lagria Villosa,Tenebrionidae,Lagria,-25.458135,-49.225638,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938138138
Steatoda Grossa,Theridiidae,Steatoda,-22.456394,-43.196311,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938138341
Vilerna Rugulosa,Acrididae,Vilerna,-22.868961,-43.050237,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140305
Phobetron Hipparchia,Limacodidae,Phobetron,-25.386958,-48.978338,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140314
Ardea Alba,Ardeidae,Ardea,-23.006564,-43.632532,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140429
Nephilingis Cruentata,Araneidae,Nephilingis,-19.867758,-43.772453,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140535
Solanum Palinacanthum,Solanaceae,Solanum,-20.449672,-50.86297,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140596
Achlyodes Thraso,Hesperiidae,Achlyodes,-29.613833,-53.690817,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140747
Ctenus Ornatus,Ctenidae,Ctenus,-12.657868,-41.48774,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140752
Nannotrigona Testaceicornis,Apidae,Nannotrigona,-16.731575,-43.883135,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938140888
Traumatomutilla Bifurca,Mutillidae,Traumatomutilla,-7.626848,-39.262235,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938141457
Araecerus Fasciculatus,Anthribidae,Araecerus,-19.934978,-40.599803,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938141511
Vriesea Reitzii,Bromeliaceae,Vriesea,-28.046633,-49.52046,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938142294
Trigona Spinipes,Apidae,Trigona,-22.205937,-45.019642,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938142734
Phacoides Pectinatus,Lucinidae,Phacoides,-4.5399,-37.78817,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938143088
Eugenia Pyriformis,Myrtaceae,Eugenia,-28.046333,-49.518882,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938143195
Stachytarpheta Cayennensis,Verbenaceae,Stachytarpheta,-29.707961,-53.57688,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938143234
Donacobius Atricapilla,Donacobiidae,Donacobius,-22.675142,-43.890712,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938144045
Tropidurus Hispidus,Tropiduridae,Tropidurus,-12.482592,-37.95827,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145273
Cymatoderma Caperatum,Panaceae,Cymatoderma,-27.599064,-52.345069,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145328
Trigona Spinipes,Apidae,Trigona,-23.583568,-46.47879,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145450
Ictinia Plumbea,Accipitridae,Ictinia,-22.883157,-47.036206,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145568
Cambessedesia Hilariana,Melastomataceae,Cambessedesia,-18.193478,-43.613149,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145584
Thaumatophyllum Corcovadense,Araceae,Thaumatophyllum,-23.779755,-46.002553,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145848
Battus Polydamas,Papilionidae,Battus,-22.392573,-47.679173,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145892
Pseudoseisura Cristata,Furnariidae,Pseudoseisura,-16.731575,-43.883135,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938145916
Tropidurus Torquatus,Tropiduridae,Tropidurus,-22.95113,-43.165069,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938146240
Mimus Gilvus,Mimidae,Mimus,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938146264
Camponotus Rufipes,Formicidae,Camponotus,-25.387117,-48.977937,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147011
Anadara Brasiliana,Arcidae,Anadara,-25.71756,-48.482943,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147045
Molothrus Bonariensis,Icteridae,Molothrus,-22.458625,-43.218705,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147060
Pouteria Torta,Sapotaceae,Pouteria,-18.875117,-44.758058,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147111
Atlantorchestoidea Brasiliensis,Talitridae,Atlantorchestoidea,-16.918711,-39.135677,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147396
Leptodactylus Latrans,Leptodactylidae,Leptodactylus,-21.736358,-41.025191,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147835
Vanellus Chilensis,Charadriidae,Vanellus,-23.970271,-46.334797,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938147855
Cereus Jamacaru,Cactaceae,Cereus,-7.215264,-35.914117,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938148797
Calidris Minutilla,Scolopacidae,Calidris,-23.005908,-43.635591,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938148873
Cycloneda Sanguinea,Coccinellidae,Cycloneda,-22.788929,-43.282846,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938148940
Nycticorax Nycticorax,Ardeidae,Nycticorax,-23.00609,-43.635526,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938149408
Copernicia Prunifera,Arecaceae,Copernicia,-6.703539,-38.959497,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938149554
Stegastes Variabilis,Pomacentridae,Stegastes,-8.963695,-35.166633,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938149568
Philydor Atricapillus,Furnariidae,Philydor,-26.505456,-49.127467,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150063
Menemerus Bivittatus,Salticidae,Menemerus,-15.737629,-47.864714,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150075
Methona Themisto,Nymphalidae,Methona,-29.784837,-50.034463,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150106
Progne Tapera,Hirundinidae,Progne,-29.613877,-53.953099,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150148
Cariama Cristata,Cariamidae,Cariama,-14.819078,-45.97694,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150403
Menemerus Bivittatus,Salticidae,Menemerus,-23.468683,-46.87263,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150715
Euptoieta Hegesia,Nymphalidae,Euptoieta,-19.534192,-44.127011,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150739
Phalacrocorax Brasilianus,Phalacrocoracidae,Phalacrocorax,-27.539845,-48.520545,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938150830
Eulepidotis Mustela,Erebidae,Eulepidotis,-5.955875,-39.081643,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151005
Ortalis Squamata,Cracidae,Ortalis,-26.524446,-49.149522,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151015
Estrilda Astrild,Estrildidae,Estrilda,-23.005557,-43.63573,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151045
Hasarius Adansoni,Salticidae,Hasarius,-9.669715,-35.893745,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151168
Eumorpha Analis,Sphingidae,Eumorpha,-23.041653,-47.020829,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151247
Hasarius Adansoni,Salticidae,Hasarius,-21.755866,-48.17126,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151266
Patagioenas Picazuro,Columbidae,Patagioenas,-19.93413,-43.938915,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151316
Cerithium Atratum,Cerithiidae,Cerithium,-16.897287,-39.1098,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151453
Nephilingis Cruentata,Araneidae,Nephilingis,-19.934892,-40.599933,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151603
Salvator Merianae,Teiidae,Salvator,-22.309253,-43.087815,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151617
Jacana Jacana,Jacanidae,Jacana,-9.162302,-36.047684,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151627
Arilus Carinatus,Reduviidae,Arilus,-23.639494,-46.618401,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151730
Basileuterus Culicivorus,Parulidae,Basileuterus,-22.956161,-43.487974,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938151759
Aphis Nerii,Aphididae,Aphis,-27.598618,-52.344226,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938152937
Streptaxis Saopaulensis,Streptaxidae,Streptaxis,-23.365167,-44.88607,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938153476
Sicalis Flaveola,Thraupidae,Sicalis,-22.902953,-42.470355,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938153513
Membracis Foliatafasciata,Membracidae,Membracis,-3.063042,-59.905683,Amazonas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938153678
Larus Dominicanus,Laridae,Larus,-22.985492,-43.685934,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938154879
Ascalapha Odorata,Erebidae,Ascalapha,-21.078265,-41.508866,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938154950
Buteogallus Meridionalis,Accipitridae,Buteogallus,-18.80027,-41.896194,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155286
Solanum Paniculatum,Solanaceae,Solanum,-20.446771,-54.56527,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155455
Lissachatina Fulica,Achatinidae,Lissachatina,-23.142052,-44.170514,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155483
Egretta Thula,Ardeidae,Egretta,-2.473622,-44.219108,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155547
Oxybelis Aeneus,Colubridae,Oxybelis,-22.9633,-42.025966,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155865
Colaptes Melanochloros,Picidae,Colaptes,-22.691688,-43.914772,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938155919
Irpex Rosettiformis,Irpicaceae,Irpex,-30.036767,-51.216075,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156387
Menemerus Bivittatus,Salticidae,Menemerus,-20.449315,-50.86395,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156407
Strymon Bazochii,Lycaenidae,Strymon,-29.729023,-53.722617,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156634
Chironius Bicarinatus,Colubridae,Chironius,-21.836825,-42.382178,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156789
Nephilingis Cruentata,Araneidae,Nephilingis,-23.33511,-46.620153,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156898
Canistrum Camacaense,Bromeliaceae,Canistrum,-15.320533,-39.43513,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938156967
Mimus Saturninus,Mimidae,Mimus,-22.815775,-47.230797,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938157030
Theridion Calcynatum,Theridiidae,Theridion,-25.387295,-48.978078,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938157106
Galbula Ruficauda,Galbulidae,Galbula,-23.044757,-43.533594,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938157523
Turdus Leucomelas,Turdidae,Turdus,-22.435197,-43.161976,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938157591
Drymarchon Corais,Colubridae,Drymarchon,-14.533432,-54.593242,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938160206
Florisuga Fusca,Trochilidae,Florisuga,-23.049241,-43.538298,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938160255
Ganoderma Applanatum,Polyporaceae,Ganoderma,-23.055145,-46.63862,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938160286
Estrilda Astrild,Estrildidae,Estrilda,-22.378166,-46.934176,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938162820
Cranioleuca Pallida,Furnariidae,Cranioleuca,-22.695834,-43.922264,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938162839
Hypselonotus Interruptus,Coreidae,Hypselonotus,-25.387613,-48.97762,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938163282
Ocypode Quadrata,Ocypodidae,Ocypode,-25.722832,-48.484241,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938163884
Tachyphonus Coronatus,Thraupidae,Tachyphonus,-26.524446,-49.149522,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938163916
Menemerus Bivittatus,Salticidae,Menemerus,-25.544321,-54.55497,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164074
Tyrannus Melancholicus,Tyrannidae,Tyrannus,-7.605128,-72.741945,Acre,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164544
Coereba Flaveola,Thraupidae,Coereba,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164594
Bothrops Jararaca,Viperidae,Bothrops,-22.926429,-45.957083,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164815
Aratinga Aurea,Psittacidae,Aratinga,-20.718742,-48.004682,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164893
Ramphastos Dicolorus,Ramphastidae,Ramphastos,-22.322945,-44.530931,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164920
Phrynops Hilarii,Chelidae,Phrynops,-30.051653,-51.176725,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938164929
Thraupis Sayaca,Thraupidae,Thraupis,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165071
Plagiopleura Nigromarginata,Tettigoniidae,Plagiopleura,-22.423726,-43.142672,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165495
Pitangus Sulphuratus,Tyrannidae,Pitangus,-21.107833,-44.177005,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165610
Mechanitis Polymnia,Nymphalidae,Mechanitis,-22.449271,-44.084543,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165615
Nystalus Chacuru,Bucconidae,Nystalus,-18.122433,-52.908453,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165683
Dichorisandra Penduliflora,Commelinaceae,Dichorisandra,-19.151778,-40.069397,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938165716
Aratinga Leucophthalma,Psittacidae,Aratinga,-21.230228,-44.972224,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938166336
Menemerus Bivittatus,Salticidae,Menemerus,-23.017704,-47.528758,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938166419
Eugenia Involucrata,Myrtaceae,Eugenia,-15.782474,-47.927847,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938166662
Mussaenda Philippica,Rubiaceae,Mussaenda,-15.737629,-47.864714,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938167060
Dysdercus Albofasciatus,Pyrrhocoridae,Dysdercus,-29.612147,-53.693943,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938167118
Coscinasterias Tenuispina,Asteriidae,Coscinasterias,-20.333822,-40.273276,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938167137
Cicia Crocata,Saturniidae,Cicia,-21.078337,-41.508875,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938168132
Hydrochoerus Hydrochaeris,Caviidae,Hydrochoerus,-21.063238,-50.368149,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938168210
